repo_path,date,bytes,sha256,source,drive_id,method,title
20_records/cleanroom/cleanroom/dyadic_port_third_blindness_20260806.md,2026-08-06,4402,d8e59a3da1573924bfaf597aac1759f9fbb503f435ed88bdf977e4800bb0e3e2,project:cleanroom/dyadic_port_third_blindness_20260806.md,,project-mirror-exact,"The p = 2 lift bit is NOT invisible — three blindnesses at the dyadic port, one already removed — 2026-08-06"
20_records/cleanroom/cleanroom/erratum_totpos_framing_20260804.md,2026-08-04,1805,dc113ec27241a66fed63fdd5f34388c02e518923aca46e5b3f6cc1655df5f995,drive,1GKOzG8AKtrBWoRKFt8z4il8xJYazCEcd,drive-base64-exact,"Erratum-let — the total-positivity ""falsifiable check"" framing — 2026-08-04"
20_records/cleanroom/cleanroom/hecke_eigenvalues_doud1951.csv,,9408,ce069d8d035004681e0e61507aa87ddc2dbb5efcee6c29aeb429467c13e8bab0,project:cleanroom/hecke_eigenvalues_doud1951.csv,,project-mirror-exact,
20_records/cleanroom/cleanroom/hecke_eigenvalues_doud1951_to1e5.csv,,1154834,268f47749866fc4c911be298dad3248fd6da643d8a050deaf6a101f3bbb835f9,project:cleanroom/hecke_eigenvalues_doud1951_to1e5.csv,,project-mirror-exact,
20_records/cleanroom/cleanroom/hecke_eigenvalues_doud2141.csv,,9575,7f56256b03020f65cde1dff6a7460e8e912ffe96a6b1fae31386909c558d49ef,project:cleanroom/hecke_eigenvalues_doud2141.csv,,project-mirror-exact,
20_records/cleanroom/cleanroom/hecke_eigenvalues_doud2141_to1e5.csv,,1154747,5a433b2d60a6f27ef0bdb115575f3dee99f605ee46933edb1a9bb8f6df25f159,project:cleanroom/hecke_eigenvalues_doud2141_to1e5.csv,,project-mirror-exact,
20_records/cleanroom/cleanroom/modular_circle_tomography_ADDENDUM_G_kernel_20260811B.md,2026-08-11,4864,d7f854d7e7da873f70dd95871eb273d4d1ae83648d8ebfb681e7ef96a43ae0f2,project:cleanroom/modular_circle_tomography_ADDENDUM_G_kernel_20260811B.md,,project-mirror-exact,"ADDENDUM — the backprojection kernel IS the gain: Will's identification, priced and upgraded — 2026-08-11 (session B)"
20_records/cleanroom/cleanroom/modular_circle_tomography_groundwork_20260811B.md,2026-08-11,9296,abb7bb3c0c1ea44cc57ecdad0e08c2cb501e01fbdeccbdbf746d93f2b8a3728a,drive,1tyclFOlhUREhAPLGXdvu0Q2O5HAqRErf,drive-text-route-exact,"Groundwork — the modular circle pictures as two tomographies: shell backprojection vs caustic scan, and the formal treatment they license — 2026-08-11 (session B)"
20_records/cleanroom/cleanroom/parabolic_seam_and_the_critical_line_20260811B.md,2026-08-11,9034,709e65fd0f8f52899a54d4ffba3d2c6a858f3bd84b7094867980064b2ccef1ef,project:cleanroom/parabolic_seam_and_the_critical_line_20260811B.md,,project-mirror-exact,"The parabolic seam IS the critical line's object — the Eisenstein realization, the collision point, and the mapping already in our hands — 2026-08-11 (session B)"
20_records/cleanroom/cleanroom/portseam_reconsidered_20260727.md,2026-07-27,6775,049400b8a7115066ad3131c3db4420b5957b97e642a1af01303fc48fe63db8de,project:cleanroom/portseam_reconsidered_20260727.md,,project-mirror-exact,"The port seam tests, reconsidered with cultured eyes — the k-parity split, the even-side ledger run, and the port-native decoder architecture — 2026-07-27 (~21:30Z)"
20_records/cleanroom/cleanroom/r4_BLIND_REPLICATION_GRADED_SUCCESS.md,,12761,2e1f2694e59547bbc1dbd6aeba87ee4ddaf32f7c84eca5f35cf35cb030a38c95,project:cleanroom/r4_BLIND_REPLICATION_GRADED_SUCCESS.md,,project-mirror-exact,"Carrier Rung 4 — CLEAN-ROOM BLIND REPLICATION: GRADED, SUCCESS ON BOTH BRANCHES. The Census Rebuilt from Scratch, the Selector Rerun Blind, and the Key Confirmed at All Four Embeddings by an Instance "
20_records/cleanroom/cleanroom/r4_COMMIT_census_chi12_CLEANROOM.md,,13081,4313dae361895519bdd134e5a8e9b528609b4eda201ec094242bbb68f1e9e116,project:cleanroom/r4_COMMIT_census_chi12_CLEANROOM.md,,project-mirror-exact,"Carrier Rung 4 — CLEAN-ROOM COMMITTED CENSUS OUTPUT, χ₁₂ branch (lodged before the key opens)"
20_records/cleanroom/cleanroom/r4_COMMIT_census_chi60_CLEANROOM.md,,11095,f4e33fb4b3ef7b8975728a2f19605d5829683c6e56fcf4f67fd84dc8aa66dba2,project:cleanroom/r4_COMMIT_census_chi60_CLEANROOM.md,,project-mirror-exact,"Carrier Rung 4 — CLEAN-ROOM COMMITTED CENSUS OUTPUT, χ₆₀ branch (lodged before the key opens — the gate the 07-26 session missed, now closed from a blind context)"
20_records/cleanroom/cleanroom/r4_replication_preregistration.md,,12842,9ae285bffa0d3158b241402ae47720b089bb300c287268b76e454793b4018773,project:cleanroom/r4_replication_preregistration.md,,project-mirror-exact,"Carrier Rung 4 — CLEAN-ROOM BLIND REPLICATION, Pre-Registration"
20_records/cleanroom/cleanroom/ramified_eigenvalue_and_extended_tables_20260806.md,2026-08-06,4927,05ebc4f07b62d103931b17fcd39ae263f0ae7b5518ce8b51f65450d9e7272ef4,project:cleanroom/ramified_eigenvalue_and_extended_tables_20260806.md,,project-mirror-exact,"u DETERMINED, mid-band closed, and exact a_p tables to 10⁶ — 2026-08-06"
20_records/cleanroom/cleanroom/response_functoriality_burden_20260806.md,2026-08-06,14528,60dd43fc7949100d8b9cf291af5fd9b6f6bd1534945ccf9f9b6476e4ac1f0ccf,project:cleanroom/response_functoriality_burden_20260806.md,,project-mirror-exact,Response to the five-deliverable functoriality challenge
20_records/cleanroom/cleanroom/rungE_poc_RESULTS.md,,9916,a926c212d6e2621ac19a53f6ccf53a2c7a18b6fddbcb710d7bb600164855fe12,project:cleanroom/rungE_poc_RESULTS.md,,project-mirror-exact,"Rung E — PROOF-OF-CONCEPT RESULTS: The Corner Reads. First Numerical Entirety Certificates for Even-Icosahedral Artin L-Functions, Produced from Emission Data at the Pinned Seam"
20_records/cleanroom/cleanroom/rungE_poc_design_commit.md,,4687,f765eb7f391b6939acefa90bc11c0af59652704a565c80118cffc1eadca749e5,project:cleanroom/rungE_poc_design_commit.md,,project-mirror-exact,"Rung E — PROOF-OF-CONCEPT RUN, design commit (lodged before any target computation)"
20_records/cleanroom/cleanroom/rungE_resumption_preregistration.md,,11507,242719ed676bc8aed7e06449b60b5471809e9a1f5b8070c46f422c09b3ccc396,project:cleanroom/rungE_resumption_preregistration.md,,project-mirror-exact,"Rung E — THE EVEN EMISSION, Resumption Brief (pre-registration)"
20_records/cleanroom/cleanroom/session_opening_20260727T0820Z_DECISION_blind_decode_2dim_even_icosahedral.md,2026-07-27,3351,e022536e86d40d6df6acc54e5bcdeccf8c2431ac9f38549dc9a681698b03b322,project:cleanroom/session_opening_20260727T0820Z_DECISION_blind_decode_2dim_even_icosahedral.md,,project-mirror-exact,Session opening record — 2026-07-27T08:20Z (04:20 ET) — §0 DECISION: BLIND DECODE framing adopted
20_records/cleanroom/cleanroom/sixsix_RESULTS_20260727.md,2026-07-27,6505,d0487c70a1416eeef032648993076efc4d5b7a5156414b7da420e1b055e95e35,project:cleanroom/sixsix_RESULTS_20260727.md,,project-mirror-exact,Six-for-six RESULTS — EVEN-icosahedral (the corner): all six Doud prime-conductor fields certify entire+FE at 10⁻¹⁴ — with one new instrument lesson bought by two failures — 2026-07-27 (blind-decode s
20_records/cleanroom/cleanroom/sixsix_preregistration_20260727.md,2026-07-27,5189,66dbe586ccae2f33ae5a0bd9e0e4da2b834f9abfb8d459d57df4252d71e209d6,project:cleanroom/sixsix_preregistration_20260727.md,,project-mirror-exact,"Six-for-six pre-registration — EVEN-icosahedral (the corner), 3-dim Sym²ρ̃ entirety certificates across ALL Doud prime-conductor fields — 2026-07-27 (~11:00Z, blind-decode session)"
20_records/cleanroom/cleanroom/skeptic_exchange_yield_20260806.md,2026-08-06,3494,ecca542d209d1f68b7160c6f10681652a375856e4966c5f929eeea0943a20b25,project:cleanroom/skeptic_exchange_yield_20260806.md,,project-mirror-exact,Yield from the functoriality-burden exchange — 2026-08-06
20_records/cleanroom/cleanroom/spectral_parameter_measurement_20260806.md,2026-08-06,3052,459c3960c922f615706e8c2399f4cf56019a051b65e3dc0a0b20079979cbf8a1,project:cleanroom/spectral_parameter_measurement_20260806.md,,project-mirror-exact,"The archimedean parameter, MEASURED: λ = 1/4 to |λ − 1/4| < 10⁻²⁰ at both summits — 2026-08-06"
20_records/cleanroom/cleanroom/tep_grasp_DIFF_postread_20260727.md,2026-07-27,7694,1c055e10c2029a920f001402baa0e1132673f1621497a395a52c0ea81a1a226f,project:cleanroom/tep_grasp_DIFF_postread_20260727.md,,project-mirror-exact,"TEP grasp diff — POST deep-layer read, graded against the frozen snapshot — 2026-07-27 (~20:30Z)"
20_records/cleanroom/cleanroom/tep_grasp_snapshot_PREREAD_20260727.md,2026-07-27,4465,bca13b78d4be69eeafb08b42dcac21534b7fa878382f6644f749b010fe154350,project:cleanroom/tep_grasp_snapshot_PREREAD_20260727.md,,project-mirror-exact,"TEP grasp snapshot — PRE-READ, frozen before the deep-layer load — 2026-07-27 (~19:30Z)"
20_records/cleanroom/cleanroom/theta_budget_lens_lambda_chart_and_seam_unit_20260810B.md,2026-08-10,8670,414847185912c3621c82c25c1fb05da44f67e1714799ceadc751b98481fcfb31,project:cleanroom/theta_budget_lens_lambda_chart_and_seam_unit_20260810B.md,,project-mirror-exact,"The budget in Jacobi theta form — the Γ(2)/λ chart, the gauge hexagon, and the seam unit at 1951 — 2026-08-10 (session B)"
30_assessments/README.md,,1766,ba6eab34221c264ebfb1f05be515542867cb1b751f74c73c0d81d1146b6b03d6,this-commit,,written-2026-09-12,30_assessments — Reviews and audits
30_assessments/council/README.md,,1853,05edf39233fc3a578bb964e798e4ea565585ed57e2398925ff2b6ae56ac0cad0,this-commit,,written-2026-09-12,30_assessments/council — the standing expert council (convened 2026-08-26)
30_assessments/council/charters/01_archivist.md,,4746,1ae3da7706e3c40d9b1edda4ccd101a5456dbc19df0584191bbf18c109fa7a09,session-workspace,,session-file,SEAT CHARTER — ARCHIVIST
30_assessments/council/charters/02_exegete.md,,4840,ecc00b117a92c0dcab3ab5cc7bfc4f56865137348206e50c749e8724d000f5b7,session-workspace,,session-file,SEAT CHARTER — EXEGETE
30_assessments/council/charters/03_kin_scholar.md,,4892,1881fa09fafe60cb1adfb207f7d3dd5752542bae1024f454ea3d2d7ccbaa0b28,session-workspace,,session-file,SEAT CHARTER — KIN SCHOLAR
30_assessments/council/charters/04_domain_anchor.md,,5792,2d9c254890af272c10010ef979c3558faa5cc820f579e4a2f81e5d8b0313cafc,session-workspace,,session-file,SEAT CHARTER — DOMAIN ANCHOR
30_assessments/council/charters/05_assessor_adversary.md,,4754,e4e4dfc989c91570231f3c2189bfd0090cc3745e645d8a76b551a5ffa56d2189,session-workspace,,session-file,SEAT CHARTER — ASSESSOR-ADVERSARY
30_assessments/council/charters/06_dictionary.md,,5284,c8c315438239a2d1aa51498e74060d419b3beacedb885d4ffe27755d9f34f847,session-workspace,,session-file,SEAT CHARTER — DICTIONARY
30_assessments/council/charters/07_pathfinder.md,,7662,17d8c1ca41337d0c8d273761dd5626e50b01b60d5a184750284ebf2e1020a3b4,session-workspace,,session-file,SEAT CHARTER — PATHFINDER
30_assessments/council/charters/COMMON_PROTOCOL.md,,11430,cad0af82e4fe6c90f4d9185b1f000f45354f7e7fd30244f7f7923be8217b4c7a,session-workspace,,session-file,"COMMON PROTOCOL — TEP Standing Council, convened 2026-08-26"
30_assessments/council/charters/DEEP_GROUNDING_CHARGE.md,,9302,d18e2e7dc4aced66681947968a7ca59fbaccbab29ce32929c512ce6c3fdc79d9,session-workspace,,session-file,"DEEP-GROUNDING CHARGE — pathfinder, exegete, dictionary (2026-08-26, post-ratification)"
30_assessments/council/charters/DELIBERATION_CHARGE.md,,9658,51d2399462c5e28cb43bef3a32ae782a3aceb6debbfa119218f382d27185c4d6,session-workspace,,session-file,"THE COUNSEL COUNCIL — deliberation charge, 2026-08-26 (Phase A)"
30_assessments/council/charters/SYMPOSIUM_PROTOCOL.md,,5945,5eeffe474c0785a56a737c2f491a209ec4f8ead074bd069ca3a94bfd91b48310,session-workspace,,session-file,"SYMPOSIUM PROTOCOL — Feb–June 2026 blind-spot sweep (2026-08-26, mid-deliberation pivot)"
30_assessments/council/mailboxes/mailbox_archivist.md,,5967,ee7522d0eedaff9a81e748bbdeebe5f6d7d86287f4bee51b364b9f7756935c5d,session-workspace,,session-file,FROM exegete: (1) CR lineage dated for your timeline: V1 04-18 (pre-correction) -> ArchivalV2 04-19 (= V2 + archival-basis stamp) -> V2 file 04-20 (the big delt
30_assessments/council/mailboxes/mailbox_assessor-adversary.md,,2441,e4b68b9bb04e90b629a082ed44e67de51e169037f0f63a8363d0b6f39b4cd171,session-workspace,,session-file,"FROM domain-anchor (symposium): two specimens for your cautionary-exhibit catalog. (1) 02-06 ""Constraining the TEP Bulk"" closes with ""Final Verdict: Yes, you ha"
30_assessments/council/mailboxes/mailbox_assessor_adversary.md,,6463,574c6e5fadbf53dba85f66d38105e47799144b955a8468f46555b262bb1d27a1,session-workspace,,session-file,FROM archivist: cosign-ledger note — archaeology README confirms the 08-01 layer's own read-order law (ActiveV2 supersedes DraftV1; correction record C1-C8 gove
30_assessments/council/mailboxes/mailbox_dictionary.md,,7980,86892fa4afc17734a605961a7990ef55f243ab9461461c455b7e469ba24341ae,session-workspace,,session-file,"FROM archivist: your Q13 supported — catalog window (Feb-June, 196-reviewed sheet) shows NO output artifact adjacent to the 02-05 silver/Pell script; 'run not a"
30_assessments/council/mailboxes/mailbox_domain-anchor.md,,772,050d4ba70698109910bab00af5892545c94af0c30395554a8c17c7e3c0631d03,session-workspace,,session-file,FROM assessor-adversary (symposium): both your specimens absorbed into the catalog; your genre-locked era-gradient amendment CO-SIGNED with new evidence — in bo
30_assessments/council/mailboxes/mailbox_domain_anchor.md,,6272,cb4bc5a823d9ac02e58e48f6b8def0f92b98e47eb02df39751d1f9994ccda848,session-workspace,,session-file,FROM archivist: the 08-01 archaeology bundle 02_charges/ holds charge_brief2_selberg_seam_passivity_DraftV1 — Selberg eigenvalue conjecture as seam passivity: t
30_assessments/council/mailboxes/mailbox_exegete.md,,4338,030db7fc8119200e913adc13cb5fcef710cd62124a7bee8042242b7a5a80aadd,session-workspace,,session-file,FROM archivist: ENTRODYNAMICS DATED (your question answered): earliest artifacts are Base Theory 'Entrodynamics' Google Doc (created 2025-12-16T00:36Z) + '2025-
30_assessments/council/mailboxes/mailbox_kin-scholar.md,,838,d78f4c7f12df1cdc9710e742b4059bf38ba676375164e0cfc498028f984ad82c,session-workspace,,session-file,"FROM assessor-adversary (symposium): your seeding-anchor hazard, acted on. Verdict: 2-2-26 is STRUCTURE-CONSISTENT with descent from the 12-22 ancestor — Schur-"
30_assessments/council/mailboxes/mailbox_kin_scholar.md,,1288,2744dcb787ac8a5c8678099246d9290316a450b69a5f6ec609fe02968e29b39e,session-workspace,,session-file,FROM archivist: Conversations folder full inventory = ~22 OpenRouter transcripts Dec-06-2025 -> Feb-03-2026 (your slice's four are the tip) PLUS openrouter_uniq
30_assessments/council/mailboxes/mailbox_pathfinder.md,,2656,b4c15dc3b390f400a5beac57e3b9a4e68e9be824b21357e57314b288dfda5158,session-workspace,,session-file,"FROM exegete: three native-register assets from my slice for your lane: (1) the theta-lattice peel tower (O-b closure 06-10, Drive 1rF1qvYCa3NaZ452YO6NmtbA2mgC9"
30_assessments/council/reports/HANDSHAKE_20260904_brief.md,2026-09-04,9729,a3e605799837a91a0b036cac05b8ae51f5d046d44f895704a858020455ba4faa,session-workspace,,session-file,"HANDSHAKE — orchestrator to seats, 2026-09-04 (night)"
30_assessments/council/reports/ROUND1_RETURNS.md,,29004,7b7d710567607b01786aa93aad786bce9e2023a0727b07f9ccda2aeced8994fc,session-workspace,,session-file,"ROUND 1 RETURNS — verbatim final messages of all six seats (compiled by orchestrator, 2026-08-26)"
30_assessments/council/reports/archivist_conviction.md,,26700,b173d30ec9a1c67d34bac86755053a16bc3613e2b11a6d668e6f1d80b757dda4,session-workspace,,session-file,ARCHIVIST — Conviction Memo (Phase A)
30_assessments/council/reports/archivist_countersign_reaudit.md,,8661,12d959283a204c8549b44ac303a28a9496722f3bb98d6a1eac69f013aa20152a,session-workspace,,session-file,"ARCHIVIST — Countersign Re-Audit (provisional, pending Will's rule confirmation)"
30_assessments/council/reports/archivist_round1.md,,23561,0a3d18a001b8919d30d08818dfcc3e15bef3cededd95e9428583c32ed99e99bd,session-workspace,,session-file,ARCHIVIST — Round-1 Working Brief
30_assessments/council/reports/archivist_round2.md,,18778,5d20767ccb5dedb2562f67540d35396869b20ab5923235a03298008dee4cdc37,session-workspace,,session-file,ARCHIVIST — Round-2 Return
30_assessments/council/reports/assessor_adversary_conviction.md,,24284,cc527a69f0674c0844a2fe3447d901e8e82173977cd975f588206e829c7fc48c,session-workspace,,session-file,"ASSESSOR-ADVERSARY — Conviction memo (Phase A, deliberation)"
30_assessments/council/reports/assessor_adversary_round1.md,,16751,647b9d05c2f4c7369f0f2ec39bcfd2d8bea0b395af88ddffc4363753f7a981dc,session-workspace,,session-file,ASSESSOR-ADVERSARY — Round-1 working brief
30_assessments/council/reports/assessor_adversary_round2.md,,29330,9e63ffe5c40b0ec6200860990bc369e41158f52fa07bcb9da7c1eee26c2c9da5,session-workspace,,session-file,ASSESSOR-ADVERSARY — Round-2 Return (conferral)
30_assessments/council/reports/assessor_countersign_reaudit.md,,7797,e4232455df00a2131ba1dbd6d7770f2ef3eff149de7404d90b1280ff7a9f635c,session-workspace,,session-file,ASSESSOR-ADVERSARY — Countersign re-audit verification
30_assessments/council/reports/assessor_heilbronn_verify_20260904.py,2026-09-04,11877,3b170a2ddf7631e4913e764ce389cb3379a526eecb7a367a9d8b8b85e3f83f94,session-workspace,,session-file,
30_assessments/council/reports/assessor_pack_grade_20260827.md,2026-08-27,13421,e5f954646020cec1e2286e29b5cdcd922b2813451585275a76f77839584b509c,session-workspace,,session-file,ASSESSOR-ADVERSARY — working notes: grade of `orchestrator_pack_read_and_deltas_20260827.md`
30_assessments/council/reports/assessor_pass_EXPEDITION_20260904.md,2026-09-04,4093,f3f0b464007f83aea3ef26c9585faa97fc650150ba241d27a4aa60c82846cba5,session-workspace,,session-file,"ASSESSOR-STYLE PASS (orchestrator-side sub-agent, NOT the assessor seat) — EXPEDITION_dho_metriplectic_tracetest_completeness_chain_20260904.md — 18 findings, applied as ⟨A⟩ marks in the filed record"
30_assessments/council/reports/assessor_pass_PROPOSAL_20260904.md,2026-09-04,2346,e01d1a4cad51b7f0ad0e7f39e4c793559f84a7fe87b3ef722e0da4a2fa6604bb,session-workspace,,session-file,"ASSESSOR-STYLE PASS (orchestrator-side sub-agent, NOT the assessor seat) — PROPOSAL_port_definition_and_heilbronn_coin_20260904.md §3 — 7 findings, applied as ⟨A⟩ marks in the filed record"
30_assessments/council/reports/dictionary_conviction.md,,22776,b0c4d282da647d5ed6557bac87533524bb08624bfa4d4ff1f6759965b92964ac,session-workspace,,session-file,"DICTIONARY — conviction memo (Phase A, deliberation)"
30_assessments/council/reports/dictionary_deepdive.md,,15859,be49cb155eb4721551619f9c81a37237c66bc2a02b0b05913d43b1a92626d2c5,session-workspace,,session-file,DICTIONARY — deep-grounding report
30_assessments/council/reports/dictionary_gammastar.md,,9811,ef291206e3bb4056a00c64ba74d8601fff0af6e2ad522af9bff62bc865258f29,session-workspace,,session-file,"DICTIONARY — the γ* charge: structural check, reframed novelty scope, contention tiered"
30_assessments/council/reports/dictionary_round1.md,,20551,a9e75cd5cddadeb8704d5b18f497cc20fcdb08596ae3b05d1a513ee7a58f02f4,session-workspace,,session-file,DICTIONARY seat — round-1 working brief
30_assessments/council/reports/dictionary_round2.md,,20386,c3fba4624c0a9f854a87d42f0f9f8d6ac0f9c8ac84478e5e8d54a7436e71a283,session-workspace,,session-file,DICTIONARY — Round-2 brief (conferral)
30_assessments/council/reports/domain_anchor_conviction.md,,18954,f4afa82bb16ed15361ac406b89b1d131167e8661e1a01665fa20325d91f8e2bc,session-workspace,,session-file,"DOMAIN-ANCHOR — Conviction memo (Phase A, deliberation)"
30_assessments/council/reports/domain_anchor_gammastar.md,,9316,667d94d5539c0eaaf57abe2af0f26cc49fb6a248c8adaea78baf5a5e872b6b11,session-workspace,,session-file,"DOMAIN-ANCHOR — γ\* contention: priority norms, constant-class pricing, chain check, cheapest conversion"
30_assessments/council/reports/domain_anchor_round1.md,,17797,116ed80880c4f1654a794f0750c91728686a1b4df00ea9180ba3218a2b7f9e11,session-workspace,,session-file,DOMAIN-ANCHOR — Round-1 working brief
30_assessments/council/reports/domain_anchor_round2.md,,17332,5f00a25aa6333a4e3deb1184913b85cf1bf220d84b6a0bc61becd0425a3486bb,session-workspace,,session-file,DOMAIN-ANCHOR — Round-2 brief (conferral)
30_assessments/council/reports/exegete_conviction.md,,21130,f071b86508516d7d7add1f77f01492a83b7436c7ff1501269ecb0e4e6620033d,session-workspace,,session-file,"EXEGETE — Conviction memo (Phase A, deliberation)"
30_assessments/council/reports/exegete_deepdive.md,,17714,c5ad7c80180737cf449bb30ee13014cd8ad8d1797bf344604b33d438146c8fb4,session-workspace,,session-file,EXEGETE — Deep-grounding dive (post-ratification)
30_assessments/council/reports/exegete_round1.md,,21169,e41ad9f77bf55e03261972dd5d6f93b11a72f60c1b8e1b51bbb5a428c70482ee,session-workspace,,session-file,EXEGETE — Round-1 working brief
30_assessments/council/reports/exegete_round2.md,,19802,a5b12e22225bf1b6be6bf55dd821c9ce86d7b209b0e01930ebcefcdd3f8fb852,session-workspace,,session-file,EXEGETE — Round-2 brief (conferral)
30_assessments/council/reports/handshake_assessor_adversary_20260904.md,2026-09-04,15438,6d4ac31f5faf650fa77bbb1a6e09f124cec17d1736cff1a1dd0381cbcb8342b1,session-workspace,,session-file,"ASSESSOR-ADVERSARY — Handshake return, 2026-09-04"
30_assessments/council/reports/handshake_domain_anchor_20260904.md,2026-09-04,15656,f098707a4d40f2e5e00fc0794e5b3cdb0490f89dc36c8f15abd6cb960eee61a6,session-workspace,,session-file,"DOMAIN-ANCHOR — Handshake brief, 2026-09-04"
30_assessments/council/reports/handshake_exegete_20260904.md,2026-09-04,13118,820fcccdaa91044ea3addbee8b5b212b845b5ee13b6570437741d112defd4c1c,session-workspace,,session-file,"EXEGETE — Handshake return, 2026-09-04"
30_assessments/council/reports/handshake_kin_scholar_20260904.md,2026-09-04,15456,3b42923a39ee6aedda7bd44c7424783c4924c1f8649faf25c2a55cc6137feb25,session-workspace,,session-file,"KIN-SCHOLAR — Handshake return, 2026-09-04"
30_assessments/council/reports/handshake_pathfinder_20260904.md,2026-09-04,13640,0be295ae6722f45e4118c3c7c055dd50f37d829242ca4d9023fc72a027c5907c,session-workspace,,session-file,"PATHFINDER — Handshake return, 2026-09-04"
30_assessments/council/reports/kin_scholar_attribution_ruling.md,,5147,f912ecb8e80bb296940d1cf8920280d1a88cde961fdb6caeff4ae4c94f2afc74,session-workspace,,session-file,KIN-SCHOLAR — Attribution-pilot feasibility ruling
30_assessments/council/reports/kin_scholar_billing_join.md,,8511,9e79208d664c83057aa326f1ecccb7740bd05a778fb46cf27eaaa2e6e7a4f9d7,session-workspace,,session-file,KIN-SCHOLAR — Billing join: per-room model attribution
30_assessments/council/reports/kin_scholar_conviction.md,,20008,bd5cb9cd59668d211e3d611fdb1bd7e6db00da32a861da1bcc593b04c4feabfb,session-workspace,,session-file,KIN-SCHOLAR — Conviction memo (Phase A)
30_assessments/council/reports/kin_scholar_round1.md,,21792,060c16968425da1e7a9a56ebbe15334f83c9e7532eebbed66cb7e60f5a282894,session-workspace,,session-file,KIN-SCHOLAR — Round 1 working brief
30_assessments/council/reports/kin_scholar_round2.md,,23328,68f555351b37c81e5fa06a3214aa760eab67154c597fccbaf5d9ad5c82b5e42c,session-workspace,,session-file,KIN-SCHOLAR — Round-2 brief (conferral)
30_assessments/council/reports/orchestrator_pack_read_and_deltas_20260827.md,2026-08-27,40870,474a931960c44abb175e5c272019232b0a35fd54ceacd85082b58f1785d489a1,project:cleanroom/COUNCIL_pack_read_verdict_and_deltas_20260827.md,,project-mirror-exact,ORCHESTRATOR RECORD — the 08-17 pack recovered and read; the branch-crossing verdict; Tier-1 deltas
30_assessments/council/reports/pathfinder_conviction.md,,28650,f698a5bb78e58f0fc6dce54552266d5cd177d2fd4a561ebc03fe6cf557359d08,session-workspace,,session-file,PATHFINDER — Conviction memo (Phase A)
30_assessments/council/reports/pathfinder_deepdive.md,,25079,482f826bbf5d499855a0cd63c4fc522bc3302e05824d29864ad25157ce4cd0dd,session-workspace,,session-file,PATHFINDER — Deep-grounding dive (post-ratification charge)
30_assessments/council/reports/pathfinder_july_joins_20260904.md,2026-09-04,12286,b074635d88d8887d1012afb0c2cb578ca3691366c7954164f810e05e11826a41,session-workspace,,session-file,"PATHFINDER — July-layer joins for the 09-04 records (anti-Sisyphean rule, first application)"
30_assessments/council/reports/readme_index_adversarial_pass_20260912.md,2026-09-12,4238,40ab913ad088c29f93078d4c2e27ce646e42fbf740d7f23928e020e7a976e6e8,this-commit,,written-2026-09-12,Orchestrator-side adversarial pass over the 2026-09-12 README and errata index — filed as what it is: one witness
30_assessments/council/reports/symposium_archivist.md,,12822,d824a3fc589911853dd1b111ead5ebd3f0bf7d23e238e9fb4fbeb80d01fbc1b3,session-workspace,,session-file,ARCHIVIST — Symposium Findings (Feb–June era registry)
30_assessments/council/reports/symposium_assessor_adversary.md,,10950,f91f53261ab934efea03950a49eaa4f7cf4471278dcec0c24278dc06acdde4bf,session-workspace,,session-file,"ASSESSOR-ADVERSARY — Symposium findings (Feb–June sweep, my slice)"
30_assessments/council/reports/symposium_dictionary.md,,8611,7e102d2ab99b9b7a7022bca2b9c5618be4076e3c15ff27289603553956d11023,session-workspace,,session-file,"DICTIONARY — symposium findings (Feb–June sweep, my slice)"
30_assessments/council/reports/symposium_domain-anchor.md,,15446,ca69167e3f2613d48005361110a0780b66e790d7048b926a45705f8fb7a0cbeb,session-workspace,,session-file,SYMPOSIUM — domain-anchor slice: proof-audit of four Feb-2026 theorem-shaped documents
30_assessments/council/reports/symposium_exegete.md,,10905,ba64a0c5f5d2448b004c918b348782cb6cd26d43c8f19680ec7a02e39d998904,session-workspace,,session-file,EXEGETE — Symposium findings (Feb–June blind-spot sweep)
30_assessments/council/reports/symposium_kin-scholar.md,,11784,aede5e9bb85380cab736c8fd3eb4c2a4d975a5a0d928c255913a24221e53d961,session-workspace,,session-file,KIN-SCHOLAR — Symposium findings: the collaboration-history layer
30_assessments/council/reports/symposium_pathfinder.md,,12834,d23c5eb670b26f7736e10d2ca4cf3b7e5b27d8f4dc34549cce86e19c2dd0558d,session-workspace,,session-file,PATHFINDER — Symposium findings (Feb–June blind-spot sweep + spine unreads)
30_assessments/external/2026-07-24 external_review_third_priority_recents_and_carrier_claude_fable.md,2026-07-24,27800,7e646140f5f0234705b69df6e2b250aa7a5b575d2bd3b336f5788ed08396f0ae,drive,1lFYr4_tj6QPaYHbGAGVpAeYiWXXZ4LSL,drive-base64-exact,"2026-07-24 — External Review (Third): Priority Recents, the OT1 Closure, the Open #8 Carrier, and the Cascade-Functor Leverage Question"
30_assessments/external/2026-07-25 20260725 external_review_fourth_rung3_first_verification_and_ot1_claude_fable_DraftV1.md,2026-07-25,29193,e1b065ef08ae4771bdb5201867bebb1936a7cbf67a5e04cad1ef038c806607ba,drive,1YddSRyQQr-1S5Shml_eFSCJELYdQ9iuP,drive-base64-exact,"2026-07-25 — External Review (Fourth): First Independent Verification of Carrier Rung 3, the OT1 Resolution Re-Graded, and the Archive State"
